Id,Text,Created_At,State,Sentiment
1256624411618279426,"['smartworking', 'english', 'loanword', 'everybody', 'italy', 'calls', 'working', 'home', 'ever', 'heard', 'single', 'english', 'speaker', 'say']",2020-05-02,IL,1
1256623373075038209,"['ive', 'always', 'wanted', 'dslr', 'lockdown', 'seriously', 'making', 'contemplate', 'getting', 'one', 'anyone', 'recommendations', 'brandsmodels', 'look']",2020-05-02,IL,-1
1256621677468884993,"['came', 'cdc', 'website', '65k', 'deaths', 'claimed', 'b', 'coronavirus', 'wrong', 'actual', 'death', 'number', '11k', 'lockdown', 'everyone', 'suffering', 'based', 'lies', 'and…']",2020-05-02,IL,-1
1256619287592214529,"['window', 'shopping', 'home']",2020-05-02,IL,1
1256619217857716227,"['qb', 'safety', 'wr', 'lockdown', 'corner', 'extra', 'point', 'holder', 'competitor', 'playmaker', 'multisport', 'would', 'starter', 'football', 'teams', 'conf']",2020-05-02,IL,1
1256611499411415040,"['tell', 'parker', 'cure', 'code', 'violations', 'stop', 'restricting', 'access', 'laundry', 'room', 'pandemic', 'cease', 'harassment', 'karen', 'family', 'call', 'home', 'pitch', 'nolaundrynopeace', 'slumlordsofcovid19']",2020-05-02,IL,-1
1256601103543808000,"['lockdown', 'side', 'effect🏞']",2020-05-02,IL,-1
1256593936090648576,"['fact', 'countries', 'took', 'months', 'recover', 'lockdown', 'five', 'weeks', 'ignorant', 'people', 'want', 'reopen', 'country', 'cant', 'take', 'longer']",2020-05-02,IL,-1
1256591215899955200,"['day', 'yesterday', 'trying', 'work', 'teach', 'homei', 'recreating', 'using', 'ithow', 'much', 'longer', '🤦🏻\u200d♀️', 'mundelein', 'illinois']",2020-05-02,IL,-1
1256588209313718276,"['thousands', 'flamingos', 'create', 'sea', 'pink', 'lockdown', 'mumbai', '\U0001f9a9']",2020-05-02,IL,1
1256585363713376259,"['feeling', 'truly', 'overwhelmed', 'even', 'concept', 'shelter', 'place']",2020-05-02,IL,-1
1256584652774572033,"['least', 'done', 'hours', 'weekend', 'everybody', 'working', 'home', 'peoples', 'livelihoods', 'taking', 'big', 'enough', 'hit', 'time']",2020-05-02,IL,-1
1256579236036517888,"['shelter', 'place', 'lowering', 'effects', 'age', 'groups']",2020-05-02,IL,1
1256577962079662081,"['someone', 'love', 'lives', 'reopening', 'state', 'scared', 'go', 'back', 'work', 'coworkers', 'hadnt', 'distancing', 'thought', 'option', 'quit', 'last', 'minute', 'worked', 'indefinite', 'work', 'home', 'agreement']",2020-05-02,IL,-1
1256576563329609728,"['jb', 'pritzker', 'il', 'governor', 'wife', 'jetted', 'florida', 'days', 'ago', 'husband', 'il', 'lockdown', 'ok', 'thee']",2020-05-02,IL,-1
1256565793875165185,"['lifting', 'lockdown', 'soon', 'devastating', 'san', 'francisco', '1918', 'via']",2020-05-02,IL,-1
1256557541473091588,"['started', 'working', 'home', 'march', '12th', 'though', 'march', '5th', 'jobs', 'abandoned', 'buildings', 'pretty', 'much', 'isolated']",2020-05-02,IL,1
1256533104182857728,"['take', 'buy', 'lunch', 'lockdown']",2020-05-02,IL,1
1256474767424737281,"['even', 'lockdown', 'still', 'going', 'celebrate', 'chefs', 'restaurants', '🍽', 'finalists', '2020', 'james', 'beard', 'awards', 'announced', 'virtual', 'ceremony', 'may', '4', 'date', 'originally', 'intended', '30th', 'anniversary', 'ceremony', 'chicago']",2020-05-02,IL,1
1256459073274421249,"['love', 'getting', 'positive', 'updates', 'home', 'elliot', 'reid', 'radiant', 'extra', 'attention', 'brought', 'quarantine', 'shes', 'living', 'best', 'life']",2020-05-02,IL,1
1256456393961484288,"['girlfriend', 'makes', 'cakes', 'theyre', 'fucking', 'great', 'gender', 'reveal', 'buttercream', 'filling', 'made', 'scratch', 'box', 'cakes', 'hmu', 'help', 'bbs', 'work', 'home']",2020-05-02,IL,1
1256452747852988417,"['looking', 'forward', 'academic', 'papers', 'studying', 'rise', 'video', 'social', 'media', 'art', 'form', 'result', 'lockdown']",2020-05-02,IL,1
1256434992051347457,"['cuba', 'inner', 'tube', 'away', 'miami', 'lockdown', 'stayathome']",2020-05-02,IL,1
1256433565564375040,"['yes', 'california', 'one', 'earliest', 'states', 'go', 'lockdown', 'hence', 'low', 'number', 'deaths', 'cases']",2020-05-02,IL,-1
1256424903890305024,"['go', '🤣', 'nicolle', 'wallace', 'goes', 'trumps', 'teeny', 'tiny', 'ego', 'calls', 'tweeting', 'like', 'punk', 'support', 'lockdown', 'protests', 'via']",2020-05-02,IL,-1
1256422825277247491,"['shop', 'home', 'door', 'drop', 'contactless', 'pick', 'available👍', 'shopriverforest', 'shoponline', 'englishtoffee', 'seasaltcaramels', 'chocolatepotatochips', 'truffles', 'chocolateshop', 'riverforestillinois', 'shopriverforest', '60305', '…']",2020-05-02,IL,1
1256409238756372481,"['honestly', 'covid19', 'serious', 'wouldve', 'strict', 'lockdown', 'like', 'europe']",2020-05-02,IL,1
1256398898429493248,"['mugs', 'kind', 'memory', 'sentimental', 'value', 'tied', 'started', 'cup', 'lockdown', 'found', 'thinking', 'people', 'places', 'tied', 'mugs', 'started', 'posting', '🥰']",2020-05-02,IL,1
1256392697998442496,"['g', 'unibrow', 'im', 'ready', 'lockdown', 'got', 'lookin', 'like', 'tarzan', 'shit']",2020-05-02,IL,-1
1256375538190516227,"['include', 'spouse', 'escape', 'florida', 'illinois', 'lockdown', 'fun', 'sun']",2020-05-02,IL,-1
1256368541906976774,"['anne', 'frank', 'becky', 'trending', 'proves', 'left', 'also', 'done', 'lockdown']",2020-05-01,IL,1
1256365588542349312,"['great', 'encapsulation', 'lockdown', 'debate']",2020-05-01,IL,-1
1256356052213411842,"['according', 'chicago', 'tribune', 'twenty', 'five', 'percent', 'restaurants', 'lockdown', 'wont', 'reopen', 'come', 'new', 'chicago', 'taxes']",2020-05-01,IL,-1
1256354667342303232,"['protesters', 'lockdown', 'voteblue', '4', 'decency', 'dump', 'trump', 'cult', 'cowardly', 'gop', 'senators', 'farmers', 'education', 'teaparty', 'aarp', 'veterans', 'metoo', 'genx', 'millenials', 'marchforourlives', '1u', 'maga', 'independents', 'indigenous', 'p2', 'latinx', 'blm', 'lgbtq']",2020-05-01,IL,-1
1256354094954041347,"['blessed', 'day', 'giving', 'mask', 'need', 'striving', 'justice', 'truth', 'christ', 'ministries', 'home', 'away', 'home🙌🙌🙌🙌🙏🙏🙏💖💖💖💖💖', 'chicago', 'illinois']",2020-05-01,IL,-1
1256352470697213952,"['omg', 'im', 'weak', 'af']",2020-05-01,IL,1
1256347528221659138,"['lockdown', 'dont', 'phase', 'us']",2020-05-01,IL,-1
1256344946304585728,"['happy', 'mayday2020', 'weve', 'reached', 'limit', 'today', 'mutualaid', 'werent', 'able', 'pay', 'today', 'please', 'try', 'back', 'next', 'week', 'friday', 'continue', 'fundraise', 'amp', 'help', 'long', 'lockdown', 'last', 'amp', 'people', 'use', 'extra', 'cash', 'gkmccares']",2020-05-01,IL,1
1256341475270541313,"['cautious', '5stage', 'covid19', 'summer', 'plan', 'outlined', 'irish', '☘️', 'taoiseach', 'long', 'road', 'back', 'lockdown']",2020-05-01,IL,-1
1256336268775972864,"['tempted', 'beer', 'working', 'home']",2020-05-01,IL,1
1256331235116244992,"['beautiful', 'springtime', 'morning', 'walk', 'coronavirus', 'shutdown', 'lockdown', '2020', 'chicago', 'illinois']",2020-05-01,IL,1
1256331170968551430,"['new', 'meditative', 'lockdown', 'activity', 'ripping', 'cds', 'lossless']",2020-05-01,IL,1
1256327449215823872,"['really', 'miss', 'seeing', 'everyone', 'great', 'connected', 'phone', 'internet', 'photo', 'taken', 'lockdown', 'michael', 'volunteered', 'pose', 'sues', 'new', 'arriving', 'friend', 'looking', 'forward', 'seeing', 'everyone', 'missseeingeveryone', 'giantstuffedbear']",2020-05-01,IL,1
1256327211851739136,"['nowl', 'supporting', 'neighborhood', 'retail', 'amp', 'storefront', 'businesses', 'hit', 'hardest', 'shelter', 'place', 'order', 'everyday', 'may', 'project', 'mayday', 'featuring', 'businesses', 'social', 'media', 'channels', 'lets', 'help', 'local', 'businesses', 'survive', 'nowlmayday']",2020-05-01,IL,1
1256320412562194432,"['sad', 'facility', 'admitted', 'rich', 'retired', 'surgeon', 'ny', 'w', 'symptoms', 'covid19', 'fever', '103', 'profuse', 'sweating', 'amp', 'coughing', 'facility', 'lockdown', 'resulted', 'dying', 'well', '9', 'people', 'executives', 'need', 'prosecuted', 'amp', 'sued', 'greed', 'cost', 'life']",2020-05-01,IL,-1
1256313739587932163,"['added', '4367513', 'books', 'toread', 'pile', 'since', 'lockdown', 'ive', 'committed', 'reading', 'go', 'guess', 'ill', 'see', 'yall', 'years', 'writingcommunity', 'writerslife', 'professorlife']",2020-05-01,IL,1
1256313529537265665,"['think', 'im', 'gonna', 'report', 'coworker', 'hr', 'hes', 'slacking', 'days', 'dogsofinstagram', 'rescuedogsofinstagram', 'rescuedog', 'workfromhome', 'covid19', 'lockdown', 'quarantinelife', 'timetoslowdown', 'skokie', 'illinois']",2020-05-01,IL,1
1256309701735845891,"['lots', 'people', 'working', 'home', 'wonder', 'everyone', 'weekend']",2020-05-01,IL,1
1256309414304284675,"['armed', 'correct', 'appropriate', 'behavior', 'citizens', 'open', 'carry', 'states', 'however', 'protestors', 'storm', 'capital', 'entered', 'quietly', 'tried', 'legally', 'enter', 'house', 'chamber', 'make', 'voices', 'heard', 'mi', 'governor', 'extending', 'drastic', 'lockdown']",2020-05-01,IL,-1
1256306079539085312,"['ive', 'waiting', 'sunshine', 'week', '☀️', 'days', 'like', 'make', 'working', 'home', 'little', 'easier']",2020-05-01,IL,1
1256303977458814976,"['anybodys', 'afraid', 'captured', 'skin', 'oh', 'lockdown', 'go', 'anytime', 'want', 'long', 'carry', 'ar15']",2020-05-01,IL,-1
1256299125160710146,"['lockdown', 'city', 'chicago', 'looks', 'like', 'back', 'running']",2020-05-01,IL,-1
1256294641344929800,"['ive', 'listened', 'lockdown']",2020-05-01,IL,-1
1256293948852785153,"['took', 'nice', 'long', 'walk', 'day', 'wish', 'could', 'get', 'closer', 'water', 'chicago', 'lockdown', 'hyde', 'park', 'chicago']",2020-05-01,IL,-1
1256291311331794944,"['teacher', 'hard', 'right', 'trying', 'teach', 'grade', 'plan', 'email', 'prep', 'collab', 'teachers', 'home', 'one', 'thing', 'theres', 'something', 'extra', 'sad', 'knowing', 'return', 'classroom', 'whenever', 'group', 'kids', 'wont']",2020-05-01,IL,-1
1256288915524325383,"['amen', 'guns', 'guncontrolnow', 'michiganprotests', 'michiganmorons', 'michiganterrorism', 'michiganprotesters', 'michiganmilitia', 'michiganstatehouse', 'coronavirus', 'shelterinplace', 'stayathome', 'stayhomesavelives', 'blamegame', 'communalvirus', 'covid19', 'covidiots', 'dunningkruger', 'civilrights', 'lockdown']",2020-05-01,IL,1
1256288675836702721,"['dummies', 'company', 'really', 'audacity', 'ask', 'moneybenefits', 'covid', 'everyone', 'salaried', 'working', 'home', 'still', 'full', 'benefits', 'cant', 'make', 'shit']",2020-05-01,IL,1
1256288348018298880,"['enough', 'bs', 'shelter', 'place', 'washed', 'amp', 'waxed', 'baby', 'tomato', 'amp', 'headed', 'butcher', 'shop', 'beer', 'store', '🥩🍺🇺🇸']",2020-05-01,IL,-1
1256287751512698880,"['fuck', 'fuck', 'fuck', 'entire', 'lockdown', 'bigger', 'yall', 'health', 'fucking', 'nation', 'line', 'please', 'play', 'traffic']",2020-05-01,IL,-1
1256286791654662146,"['lockdown', 'goes', 'june']",2020-05-01,IL,-1
1256284604266352641,"['working', 'home', 'amazonalexa', 'playing', 'dylanesque', 'thinking', 'brother', 'glenn', 'last', 'bryanferry', 'cd', 'got', 'hear', 'died', 'remember', 'met', 'terrihemmert', 'chicagosinfonieta', 'amp', 'talked', 'excited', 'tell']",2020-05-01,IL,1
1256278218098737155,"['welcome', 'may', 'everyone', '🌻', 'wonderful', 'reasons', 'celebrate', 'month', 'including', 'cinco', 'de', 'mayo', 'amp', 'mothers', 'day', 'let', 'us', 'know', 'plans', 'celebrate', 'home', 'month', 'may1st', 'mayday', 'mothersday', 'cincodemayo', 'britelift']",2020-05-01,IL,1
1256277410372292608,"['hes', 'handsome', 'sum', 'bitch', 'also', 'incredible', 'story', 'drives', 'mission', 'life', 'everforward', 'mayday2020', 'lockdown', 'fridaymorning']",2020-05-01,IL,1
1256276587902795777,"['case', 'youre', 'wondering', 'run', 'live', 'radio', 'show', 'home', 'luckily', 'engineer', 'still', 'onsite', 'still', 'number', 'workarounds', 'new', 'systems', 'weve', 'create', 'kinda', 'crazy', 'screens', 'many', 'screens', 'props', 'setup']",2020-05-01,IL,-1
1256272911771545600,"['got', 'many', 'spam', 'calls', 'texts', 'quarantine', 'started', 'soon', 'country', 'shut', 'stopped', 'theyre', 'coming', 'back', 'make', 'stop', 'coming', 'back', 'gowhy', 'couldnt', 'done', 'home']",2020-05-01,IL,-1
1256271088528625666,"['voilà', 'may', 'present', 'todays', 'covid', 'lockdown', 'lunch', 'using', 'leftovers', 'frittata', 'ifthisisntniceidontknowwhatis', 'mommyorigamiinthekitchenagain', 'meatlessmeals', 'buildalongertablenotawall…']",2020-05-01,IL,1
1256266252005396481,"['30', 'minute', 'hiit', 'ride', 'live', 'home', 'morning', '5amamazing', 'power', 'hit', 'came', 'like', 'b12', 'shot', '😜', 'thanks', 'motivation', '💪🏼', 'teambacci']",2020-05-01,IL,1
1256260222177468417,"['think', 'lockdown', 'ends', 'simply', 'shouldnt', 'tell', 'elon', 'musk']",2020-05-01,IL,-1
1256252399137828868,"['part', 'yes', 'republican', 'governor', 'mike', 'dewine', 'ohio', 'pushed', 'lockdown', 'end', 'may', 'blue', 'state', 'protests', 'republicans']",2020-05-01,IL,-1
1256245768404578305,"['got', 'furloughed', 'yesterday', 'two', 'weeks', 'looks', 'like', 'back', 'house', 'cook', '2', 'weeks', 'lady', 'still', 'works', 'home']",2020-05-01,IL,1
1256243878707040258,"['expect', 'postlockdown', 'economy']",2020-05-01,IL,-1
1256242103161585665,"['ten', 'men', 'cutting', 'tree', 'next', 'door', 'masks', 'social', 'distancing', 'essential', 'thing', 'lockdown', 'doesnt', 'anyone', 'take', 'seriously', 'anymore😡']",2020-05-01,IL,1
1256236862676631555,"['best', 'part', 'meetings', 'working', 'home', 'blow', 'dry', 'front', 'half', 'hair', '🙃']",2020-05-01,IL,1
1256234276443611138,"['proof', 'india']",2020-05-01,IL,1
1256230075017633793,"['think', 'many', 'people', 'considered', 'hope', 'thats', 'case', 'lot', 'uncertainties', 'argument', 'could', 'made', 'lockdown', 'things', 'reopening', 'soon', 'think', 'usually', 'comes', 'personal', 'beliefs', 'experience', 'less', 'considerations']",2020-05-01,IL,1
1256227928683266048,"['may', '1st30', 'days', 'lockdown', 'boots', 'nightshadedesigns', 'rolling', 'stones', 'logo', 'time', 'favorite', 'band', 'red', 'body', 'suit', 'social', 'distancing', 'killing', 'miss', 'instructors', 'students…']",2020-05-01,IL,1
1256222135380578306,"['check', 'blog', 'post', 'youre', 'feeling', 'lonely']",2020-05-01,IL,1
1256219899564904448,"['fridays', 'hit', 'different', 'youre', 'working', 'home']",2020-05-01,IL,1
1256219459758555138,"['week', 'member', 'series', 'catch', 'farthestfromhome', 'ambassador', 'patrick', 'scoville', 'living', 'kenya', 'patrick', 'tells', 'us', 'life', 'golf', 'like', 'east', 'africa', 'thebagdrop', 'untoldstoriesingolf']",2020-05-01,IL,1
1256208829404139520,"['one', 'thing', 'id', 'like', 'see', 'come', 'lockdown', 'see', 'culture', 'move', 'away', 'rat', 'race', 'come', 'side', 'attitude', 'ok', 'slow', 'spend', 'time', 'loved', 'ones', 'unique', 'opportunity', 'reset', 'reprioritize', 'lives']",2020-05-01,IL,-1
1256199574068305920,"['reopenillinois', 'reopenil', 'lockdown', 'wife', 'reopenil', 'pugsly']",2020-05-01,IL,-1
1256196943182790658,"['lockdown', 'thee']",2020-05-01,IL,1
1256194055152766976,"['wait', 'soooooo', 'deduct', 'vacation', 'lockdown', 'wow']",2020-05-01,IL,1
1256192079019073536,"['lockdown', 'isnt', 'answer', 'immune', 'systems', 'rely', 'exposure', 'sunlight', 'knowmeasles', 'mumps', 'chickenpox', 'whooping', 'cough', 'next', 'year', 'itll', 'something', 'else']",2020-05-01,IL,-1
1256187778955689984,"['still', 'normal', 'activities', 'like', 'wax', 'nails', 'lashes', 'etc', 'work', 'home', 'ill', 'okay']",2020-05-01,IL,-1
1256181605028245506,"['really', 'liked', 'somebody', 'beginning', 'lockdown', 'got', 'get', 'stuck', 'house', 'cant', 'even', 'hoe', 'away', '😔']",2020-05-01,IL,-1
1256179967366508546,"['maybe', 'cause', 'lockdown']",2020-05-01,IL,-1
1256172837137760257,"['good', 'morning', 'eagles', '🦅', 'heres', 'link', 'latest', 'edition', 'wems', 'even', 'though', 'building', 'still', 'able', 'collaborate', 'together', 'produce', 'wems', 'home', 'thanks', 'wevideo', 'message', 'youd', 'like', 'help', 'weareemerson']",2020-05-01,IL,1
1256120395662532608,"['honestly', 'dont', 'even', 'know', '3', 'day', 'weekends', 'lockdown']",2020-05-01,IL,1
1256112320427720704,"['despite', 'lockdown', 'god', 'good']",2020-05-01,IL,1
1256090317792645123,"['whos', 'good', 'coworker', 'commentary', 'benefits', 'working', 'home', 'good', 'dog']",2020-05-01,IL,1
1256084921594101767,"['need', 'make', 'clear', 'take', 'exam', 'lockdown', 'browser', 'webcam', '😭']",2020-05-01,IL,-1
1256072759727329281,"['il', 'governor', 'failure', 'judge', 'stops', 'illinois', 'governor', 'extending', 'state', 'lockdown']",2020-05-01,IL,-1
1256071725667794946,"['scientifically', 'proven', 'fact', 'may', 'best', 'month', 'best', 'weather', 'spend', 'lockdown', 'super', 'disappointing']",2020-05-01,IL,-1
1256070804367966208,"['judge', 'stops', 'illinois', 'governor', 'extending', 'state', 'lockdown']",2020-05-01,IL,-1
1256069169545691136,"['lately', 'ive', 'sharing', 'brand', 'new', 'images', 'life', 'family', 'covid19', 'lockdown', 'really', 'began', 'personal', 'project', 'become', 'therapeutic', 'rewarding', 'ive', 'begun', 'offering', 'special…']",2020-05-01,IL,1
1256051469431771137,"['classrooms', 'may', 'empty', 'students', 'continue', 'learn', 'teachers', 'continue', 'instruct', 'home', 'heres', 'look', 'back', 'st', 'thomas', '3rd', 'graders', 'student', 'council', 'stayhome', 'tbt…']",2020-05-01,IL,1
1256048757503930369,"['one', 'many', 'projects', 'colleagues', 'working', 'home']",2020-05-01,IL,1
1256045046266200065,"['mainly', 'working', 'home', 'nobody', 'chat', 'joke', 'around']",2020-05-01,IL,-1
1256039840786853889,"['gotta', 'basic', 'lockdown', 'going', 'extrabasic']",2020-05-01,IL,1
1256037371025534978,"['ive', 'watching', 'youtube', 'vs', 'netflix', 'shelter', 'place', 'season', 'really', 'enjoy', 'knowledge', 'aspect', 'channels', 'watch', 'one', 'late', 'night', 'go', 'tos']",2020-05-01,IL,1
1256035777441599488,"['surreal', 'building', 'went', 'lockdown', 'different', 'time', 'werent', 'used', 'lockdowns', 'times', 'found', 'news', 'officers', 'shot—crazy']",2020-05-01,IL,1
1256033202696851456,"['continue', 'go', 'work', 'grocery', 'cashier', 'stay', 'home', 'hubby', 'works', 'home', 'continue', 'stay', 'home', 'live', 'illinois', 'governor', 'rocks', 'trumpster', 'republicans', 'keep', 'suing', 'defy', 'stay', 'home', 'order', 'head', 'shaking']",2020-05-01,IL,-1
1256026442930049024,"['chicago', 'except', 'cold', 'weather', 'bit', 'perfect', 'honest', 'hate', 'winter', 'really', 'cute', 'boots', 'parkas', 'amp', 'cashmere', 'hats', 'almost', 'passing', 'l', 'makes', 'fun', 'come', 'home', 'cozy', 'fireplace', 'hubby', 'works', 'home', 'amp', 'hes', 'happy', 'winter']",2020-05-01,IL,1
1256023303690563587,"['exactly', 'enjoying', 'lockdown', 'happy', 'continued', 'stayhomestaysafe', 'greatly', 'expanded', 'testingforcovid19']",2020-05-01,IL,1
1256022972088946689,"['even', 'covid19', 'lockdown', 'comments', 'mornings', 'business', 'group', 'meeting', 'inexpensive', 'things', 'homeowner', 'prepare', 'house', 'successful…']",2020-05-01,IL,1
1256013869417402369,"['january', 'burning', 'countries', 'nearly', 'world', 'war', 'kobe', 'feb', 'stock', 'market', 'crash', 'march', 'covid', 'lockdown', 'april', 'aliens', 'may']",2020-05-01,IL,-1
1256012636359139330,"['else', 'working', 'home', 'find', 'comforting', 'gym']",2020-05-01,IL,-1
1255997498323320837,"['dealing', 'isolation', 'living', 'alone', 'amp', 'working', 'home', 'covid19', 'well', 'today', 'made', 'debate', 'former', 'coworkers', 'best', 'kind', 'peanut', 'butter🥜', 'isolationlife', 'completelyalone', 'day50', 'lonely', 'sofuckinglonley', 'ijustwantahug']",2020-04-30,IL,1
1255993634543087619,"['bad', 'faith', 'bs', 'argument', 'people', 'claiming', 'lockdown', 'isnt', 'devastating', 'discounting', 'protest', 'filled', 'confederate', 'flags', 'signs', 'literally', 'say', 'need', 'haircut', 'pretending', 'lockdown', 'great']",2020-04-30,IL,-1
1255993131151089664,"['youre', 'history', 'teacher', 'nationwide', 'lockdown', 'cant', 'get', 'haircut', 'burnside', 'whoworeitbetter', 'edchat', 'civilwar', 'history', 'historyathome']",2020-04-30,IL,-1
1255986811198939136,"['girls', 'going', 'lockdown', 'im', 'crying']",2020-04-30,IL,1
1255970377513218048,"['may', '16', 'shred', 'day', 'postponed', 'niles', 'townships', 'shred', 'day', 'event', 'originally', 'scheduled', 'may', '16', 'postponed', 'notice', 'spread', 'covid19', 'states', 'shelterinplace', 'mandate', 'least', 'end', 'may', 'well', 'update', 'soon', 'possible']",2020-04-30,IL,1
1255958914010472448,"['frontierchicago', 'supportsmallbusiness', 'robbiegoldmusic', 'live', 'ribs', 'food', 'quarantine', 'lockdown', 'entertainment', 'bbq', 'chicago', 'chicagofood', 'chicagofoodanddrink', '…']",2020-04-30,IL,-1
1255935316441128962,"['follow', 'tweet', 'immediately', 'another', 'saying', 'need', 'end', 'lockdown']",2020-04-30,IL,-1
1255934536900370444,"['working', 'home', 'rewarding', 'tough', 'time', 'one', 'certain', 'love', 'kids', 'glad', 'somewhat', 'around', 'day', 'everyday', 'love', 'workingfromhome', 'homeschooling…']",2020-04-30,IL,1
1255930358371176451,"['take', 'covid19', 'real', 'estate', '3202020', 'prior', 'official', 'shelter', 'place', 'rule', 'stance', 'hasnt', 'changed', 'stay', 'safe', '😷👍', 'besmartaboutyourrealestate', 'besmartaboutyourlife', 'recovid19', 'itscoronatime', 'dowhatyouneedtodo', 'staysafe', 'gattonerealestate']",2020-04-30,IL,1
1255929405274193929,"['one', 'thing', 'hope', 'churches', 'still', 'services', 'line', 'way', 'someone', 'feeling', 'ill', 'watch', 'home']",2020-04-30,IL,1
1255924777098903553,"['webinar', 'presenter', 'apologized', 'working', 'home', 'dog', 'scratching', 'door', 'pandemic', 'showing', 'human', 'smile']",2020-04-30,IL,1
1255920524523450369,"['customer', 'service', 'automated', 'call', 'back', 'doesnt', 'call', 'back', 'hold', 'times', 'insane', 'customer', 'service', 'cant', 'work', 'home', 'happening']",2020-04-30,IL,-1
1255918791235698688,"['okay', 'family', 'travel', 'across', 'state', 'lines', 'rest', 'us', 'need', 'shelter', 'place', 'ive', 'always', 'heard', 'whats', 'good', 'goose', 'good', 'gander', 'illinoispolitics', 'doublestandard']",2020-04-30,IL,1
1255918050521612289,"['alright', 'family', 'travel', 'florida', 'must', 'rest', 'us', 'shelter', 'place', 'ive', 'always', 'heard', 'whats', 'good', 'goose', 'good', 'gander', 'doublestandard', 'illinoispolitics']",2020-04-30,IL,-1
1255914755216281600,"['wife', 'took', 'toilets', 'mansion', 'cheat', 'illinois', '330k', 'property', 'tax', 'guess', 'shes', 'exempt', 'shelterinplace', 'maybe', 'blame', 'like', 'toilets', '😂😂😂', 'illinois', 'covid19', 'democrats']",2020-04-30,IL,-1
1255914122274844673,"['thursdaythoughts', 'coronavirus', 'itsgonnabemay', 'lockdown', 'tyranny', 'pure', 'simple']",2020-04-30,IL,1
1255907529328033792,"['war', 'rats', 'headline', 'war', 'rats', 'headline', 'war', 'rats', 'headline', 'war', 'rat', 'via']",2020-04-30,IL,-1
1255906371112972290,"['cant', 'wait', 'til', 'popping', 'go', 'get', 'bron', 'get', 'kawhi']",2020-04-30,IL,-1
1255906120503304196,"['lol', 'ready', 'run', 'kind', 'teams']",2020-04-30,IL,1
1255905861496721410,"['perversely', 'brilliant', 'bad', 'take', 'crossover', 'appeal', 'governmentskeptical', 'conservatives', 'holistic', 'lefties', 'impossible', 'falsify', 'cases', 'decline', 'see', 'big', 'deal', 'cases', 'go', 'lockdown', 'ravenged', 'immune', 'system']",2020-04-30,IL,-1
1255905817053757440,"['lol', 'pay', 'day', 'know', 'mean', '💪🏾💪🏾']",2020-04-30,IL,-1
1255905369433559044,"['bruh', 'dont', 'even', 'playing', 'fr', 'gone', 'pop']",2020-04-30,IL,1
1255894737514618881,"['illinois', 'gov', 'said', 'lockdown', 'till', 'may', '30th', 'im', 'bout', 'dreads', '😂']",2020-04-30,IL,-1
1255892744360333312,"['daily', 'dog', 'walks', 'involve', 'binoculars', 'check', 'coopers', 'hawk', 'nest', 'couple', 'blocks', 'home']",2020-04-30,IL,1
1255890040300986374,"['throwbackthursday', 'livemusictribute', 'continuing', 'backwards', 'pandemic', 'lockdown', '4th', 'last', 'concert', 'december', '16', '2019', 'wilcowinterlude']",2020-04-30,IL,1
1255888897999081473,"['get', 'economy', 'back', 'running', 'things', 'get', 'worse', 'dont', 'want', 'hear', 'lockdown', 'propaganda', 'forced', 'vaccines', 'team', 'need', 'fix', 'amp', 'need', 'fix', 'heres']",2020-04-30,IL,-1
1255873594422411269,"['lad', 'training', 'play', 'lufc', 'mini', 'pablohernandez', 'rainy', 'day', 'chicago', 'stayathomeandstaysafe', '8', 'th', 'week', 'lockdown']",2020-04-30,IL,1
1255867232732708867,"['lockdown', 'wrote', 'review', 'tony', 'hus', 'newest', 'restaurant', 'mrs', 'gus', 'skewers', 'theorized', 'self', 'serve', 'hot', 'pot', 'restaurant', 'might', 'uniquely', 'equipped', 'survive', 'pandemic', 'wrong', 'mrs…']",2020-04-30,IL,-1
1255857478761406467,"['anyone', 'else', 'love', 'home', 'lol', 'watch', 'shit', 'everyday']",2020-04-30,IL,1
1255843937966850050,"['beautiful', 'love', 'seeing', 'amazing', 'work', 'home', 'mortonpride', 'orgullomorton', 'ilschoolsstepup']",2020-04-30,IL,1
1255839533381365763,"['gov', 'pritzkers', 'billionaire', 'wife', 'skips', 'states', 'lockdown', 'via']",2020-04-30,IL,-1
1255820307589476353,"['gov', 'pritzkers', 'billionaire', 'wife', 'skips', 'states', 'lockdown', 'via']",2020-04-30,IL,-1
1255820173514346496,"['good', 'see', 'shes', 'missing', 'meals', 'lockdown']",2020-04-30,IL,1
1255778926078701568,"['freestyle', 'thursday', 'like', 'part', '2', 'freestyle', 'rapper', 'rap', 'covid', 'covid19', 'stayathome', 'lockdown', 'hiphop', 'music', 'worldstarhiphop']",2020-04-30,IL,1
1255756175234260993,"['one', 'month', 'shelter', 'place', 'come']",2020-04-30,IL,-1
1255750897486921728,"['suspect', 'unwanted', 'relaxing', 'lockdown', 'many', 'states', 'may', 'us', 'million', 'deaths', 'august', 'still', 'considered', 'big', 'deal', 'administration', 'great', 'job', '48', 'country']",2020-04-30,IL,-1
1255744422383243265,"['anything', 'lockdown', 'reminded', 'independence', 'also', 'relationships', 'really', 'matter', 'ones', 'pass', 'time']",2020-04-30,IL,-1
1255739315046567944,"['government', 'stops', 'lockdown', 'citizens', 'give', 'lockdown', 'coz', 'know', 'life', 'get', 'duplicate']",2020-04-30,IL,-1
